,구분,읍면동,리,건축물구조,건물용도,연면적(제곱미터),빈집등급,조사기준일,관리기관명,관리기관전화번호,데이터기준일
209,도심지,조양동,,블록구조,단독주택,66.5391,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
210,도심지,조양동,,일반목구조,단독주택,16.1588,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
211,도심지,조양동,,벽돌구조,단독주택,87.5,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
212,도심지,조양동,,일반목구조,단독주택,82.538,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
213,도심지,조양동,,벽돌구조,제2종근린생활시설,138.8,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
214,도심지,조양동,,일반목구조,단독주택,77.85,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
215,도심지,조양동,,일반목구조,단독주택,67.32,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
216,도심지,조양동,,일반목구조,단독주택,47.565,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
217,도심지,조양동,,일반목구조,단독주택,135.76,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
218,도심지,조양동,,일반목구조,단독주택,43.342,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
219,도심지,조양동,,벽돌구조,단독주택,66.198,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
220,도심지,조양동,,벽돌구조,단독주택,63.725,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
221,도심지,조양동,,벽돌구조,단독주택,67.1,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
222,도심지,조양동,,일반목구조,단독주택,73.6,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
223,도심지,운교동,,일반목구조,단독주택,71.545,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
224,도심지,운교동,,일반목구조,단독주택,52.08,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
225,도심지,운교동,,일반목구조,단독주택,35.86,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
226,도심지,운교동,,벽돌구조,단독주택,62.11,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
227,도심지,운교동,,벽돌구조,단독주택,82.595,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
228,도심지,운교동,,일반목구조,단독주택,67.438,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
229,도심지,운교동,,벽돌구조,단독주택,48.684,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
230,도심지,운교동,,일반목구조,단독주택,75.159,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
231,도심지,운교동,,블록구조,단독주택,120.329,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
232,도심지,운교동,,일반목구조,단독주택,36.73,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
233,도심지,운교동,,블록구조,단독주택,77.404,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
234,도심지,운교동,,일반목구조,단독주택,65.064,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
235,도심지,운교동,,철근콘크리트구조,단독주택,329.67,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
236,도심지,운교동,,벽돌구조,단독주택,100.05,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
237,도심지,운교동,,일반목구조,단독주택,34.618,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
238,도심지,운교동,,일반목구조,단독주택,20.661,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
239,도심지,운교동,,일반목구조,단독주택,47.2,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
240,도심지,운교동,,일반목구조,단독주택,58.71,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
241,도심지,운교동,,블록구조,단독주택,47.67,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
242,도심지,운교동,,벽돌구조,단독주택,49.398,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
243,도심지,운교동,,일반목구조,단독주택,41.137,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
244,도심지,운교동,,벽돌구조,단독주택,51.47,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
245,도심지,운교동,,벽돌구조,제2종근린생활시설,140.26,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
246,도심지,운교동,,블록구조,단독주택,71.164,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
247,도심지,운교동,,블록구조,단독주택,75.243,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
248,도심지,운교동,,경량철골구조,단독주택,29.16,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
249,도심지,운교동,,벽돌구조,단독주택,38.28,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
250,도심지,운교동,,일반목구조,단독주택,76.1359,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
251,도심지,중앙로3가,,벽돌구조,단독주택,78.42,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
252,도심지,중앙로3가,,일반목구조,단독주택,69.929,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
253,도심지,중앙로3가,,벽돌구조,단독주택,68.31,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
254,도심지,중앙로3가,,일반목구조,단독주택,48.85,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
255,도심지,죽림동,,일반목구조,단독주택,100.585,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
256,도심지,죽림동,,일반목구조,단독주택,24.96,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
257,도심지,죽림동,,블록구조,단독주택,74.14,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
258,도심지,약사동,,일반목구조,단독주택,28.829,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
259,도심지,약사동,,벽돌구조,단독주택,53.144,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
260,도심지,약사동,,일반목구조,단독주택,95.179,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
261,도심지,약사동,,일반목구조,단독주택,58.817,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
262,도심지,약사동,,철근콘크리트구조,공동주택,555.84,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
263,도심지,약사동,,벽돌구조,단독주택,45.659,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
264,도심지,약사동,,블록구조,단독주택,23.7191,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
265,도심지,약사동,,일반목구조,단독주택,34.47,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
266,도심지,약사동,,일반목구조,단독주택,27.272,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
267,도심지,약사동,,일반목구조,단독주택,71.59,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
268,도심지,약사동,,블록구조,단독주택,52.9,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
269,도심지,약사동,,일반목구조,단독주택,44.92,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
270,도심지,약사동,,일반목구조,단독주택,36.418,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
271,도심지,약사동,,일반목구조,단독주택,50.68,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
272,도심지,약사동,,벽돌구조,단독주택,90.263,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
273,도심지,약사동,,일반목구조,단독주택,47.966,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
274,도심지,약사동,,일반목구조,단독주택,56.385,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
275,도심지,약사동,,일반목구조,단독주택,95.54,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
276,도심지,약사동,,일반목구조,단독주택,28.08,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
277,도심지,약사동,,일반목구조,단독주택,53.994,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
278,도심지,약사동,,일반목구조,단독주택,57.04,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
279,도심지,약사동,,벽돌구조,단독주택,47.69,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
280,도심지,약사동,,일반목구조,단독주택,52.522,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
281,도심지,약사동,,일반목구조,단독주택,112.119,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
282,도심지,약사동,,일반목구조,단독주택,20.423,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
283,도심지,소양로1가,,일반목구조,단독주택,11.752,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
284,도심지,소양로1가,,일반목구조,단독주택,66.11,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
285,도심지,소양로1가,,일반목구조,단독주택,5.68,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
286,도심지,소양로1가,,일반목구조,단독주택,17.95,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
287,도심지,소양로1가,,일반목구조,단독주택,47.01,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
288,도심지,소양로1가,,일반목구조,단독주택,58.767,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
289,도심지,소양로1가,,일반목구조,단독주택,58.767,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
290,도심지,소양로1가,,일반목구조,단독주택,54.3148,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
291,도심지,근화동,,일반목구조,제2종근린생활시설,51.84,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
292,도심지,근화동,,일반목구조,단독주택,57.15,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
293,도심지,근화동,,일반목구조,단독주택,56.38,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
294,도심지,근화동,,벽돌구조,단독주택,44.63,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
295,도심지,근화동,,블록구조,단독주택,32.446,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
296,도심지,근화동,,블록구조,단독주택,48.326,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
297,도심지,근화동,,벽돌구조,단독주택,43.891,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
298,도심지,근화동,,일반목구조,단독주택,71.84,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
299,도심지,근화동,,일반목구조,단독주택,58.86,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
300,도심지,근화동,,블록구조,단독주택,35.1,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
301,도심지,근화동,,블록구조,단독주택,40.32,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
302,도심지,근화동,,벽돌구조,창고시설,86.142,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
303,도심지,근화동,,블록구조,단독주택,34.525,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
304,도심지,근화동,,블록구조,단독주택,31.586,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
305,도심지,근화동,,블록구조,단독주택,29.934,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
306,도심지,근화동,,일반목구조,창고시설,29.934,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
307,도심지,근화동,,블록구조,단독주택,31.586,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
308,도심지,근화동,,블록구조,단독주택,36.714,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
309,도심지,근화동,,일반목구조,단독주택,75.039,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
310,도심지,근화동,,일반목구조,단독주택,32.76,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
311,도심지,근화동,,벽돌구조,단독주택,109.14,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
312,도심지,근화동,,블록구조,단독주택,46.83,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
313,도심지,근화동,,벽돌구조,단독주택,46.48,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
314,도심지,근화동,,블록구조,단독주택,51.427,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
315,도심지,근화동,,블록구조,단독주택,39.08,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
316,도심지,근화동,,일반목구조,제2종근린생활시설,63.06,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
317,도심지,봉의동,,벽돌구조,단독주택,105.414,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
318,도심지,봉의동,,일반목구조,단독주택,54.8272,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
319,도심지,봉의동,,일반목구조,단독주택,54.8272,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
320,도심지,요선동,,일반목구조,단독주택,51.695,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
321,도심지,요선동,,블록구조,단독주택,47.934,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
322,도심지,요선동,,일반목구조,제2종근린생활시설,76.69,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
323,도심지,낙원동,,일반목구조,단독주택,28.374,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
324,도심지,낙원동,,일반목구조,단독주택,78.425,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
325,도심지,낙원동,,벽돌구조,단독주택,106.11,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
326,도심지,낙원동,,일반목구조,제1종근린생활시설,152.24,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
327,도심지,낙원동,,일반목구조,단독주택,76.033,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
328,도심지,낙원동,,블록구조,단독주택,49.5,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
329,도심지,낙원동,,일반목구조,단독주택,65.41,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
330,도심지,낙원동,,일반목구조,단독주택,99.174,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
331,도심지,낙원동,,일반목구조,단독주택,29.97,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
332,도심지,낙원동,,일반목구조,단독주택,71.04,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
333,도심지,낙원동,,일반목구조,단독주택,39.32,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
334,도심지,옥천동,,철근콘크리트구조,단독주택,65.09,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
335,도심지,옥천동,,일반목구조,단독주택,68.095,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
336,도심지,조양동,,벽돌구조,단독주택,113.787,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
337,도심지,소양로2가,,일반목구조,단독주택,108.32,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
338,도심지,소양로2가,,일반목구조,단독주택,44.8068,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
339,도심지,소양로2가,,일반목구조,제1종근린생활시설,136.785,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
340,도심지,소양로2가,,블록구조,단독주택,79.29,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
341,도심지,소양로2가,,일반목구조,단독주택,86.15,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
342,도심지,소양로2가,,철근콘크리트구조,단독주택,251.48,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
343,도심지,소양로3가,,일반목구조,단독주택,45.093,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
344,도심지,소양로3가,,블록구조,단독주택,91.54,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
345,도심지,소양로3가,,철근콘크리트구조,단독주택,525.235,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
346,도심지,소양로3가,,철근콘크리트구조,제2종근린생활시설,502.06,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
347,도심지,소양로3가,,일반목구조,단독주택,48.519,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
348,도심지,소양로3가,,블록구조,단독주택,69.375,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
349,도심지,소양로3가,,벽돌구조,단독주택,94.17,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
350,도심지,소양로3가,,일반목구조,단독주택,107.05,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
351,도심지,소양로4가,,일반목구조,단독주택,57.615,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
352,도심지,소양로4가,,일반목구조,단독주택,91.835,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
353,도심지,소양로4가,,일반목구조,단독주택,86.911,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
354,도심지,후평동,,블록구조,단독주택,62.558,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
355,도심지,후평동,,블록구조,단독주택,45.64,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
356,도심지,후평동,,블록구조,단독주택,51.927,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
357,도심지,후평동,,벽돌구조,단독주택,47.094,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
358,도심지,후평동,,일반목구조,단독주택,39.05,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
359,도심지,후평동,,벽돌구조,단독주택,93.54,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
360,도심지,후평동,,블록구조,단독주택,47.49,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
361,도심지,후평동,,일반목구조,단독주택,20.28,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
362,도심지,후평동,,블록구조,단독주택,44.62,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
363,도심지,후평동,,일반목구조,단독주택,71.64,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
364,도심지,후평동,,일반목구조,단독주택,28.8,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
365,도심지,후평동,,일반목구조,단독주택,67.49,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
366,도심지,후평동,,블록구조,단독주택,52.82,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
367,도심지,후평동,,블록구조,단독주택,76.03,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
368,도심지,후평동,,벽돌구조,단독주택,110.48,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
369,도심지,후평동,,일반목구조,단독주택,25.34,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
370,도심지,후평동,,일반목구조,제2종근린생활시설,76.06,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
371,도심지,후평동,,일반목구조,단독주택,76.03,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
372,도심지,후평동,,벽돌구조,단독주택,186.54,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
373,도심지,후평동,,일반목구조,단독주택,66.16,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
374,도심지,후평동,,일반목구조,단독주택,79.58,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
375,도심지,효자동,,일반목구조,단독주택,52.82,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
376,도심지,효자동,,블록구조,단독주택,43.249,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
377,도심지,효자동,,일반목구조,단독주택,55.784,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
378,도심지,효자동,,블록구조,단독주택,46.76,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
379,도심지,효자동,,일반목구조,단독주택,77.68,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
380,도심지,효자동,,일반목구조,단독주택,72.18,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
381,도심지,효자동,,일반목구조,단독주택,35.993,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
382,도심지,효자동,,일반목구조,단독주택,103.76,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
383,도심지,효자동,,일반목구조,단독주택,49.94,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
384,도심지,효자동,,일반목구조,단독주택,52.038,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
385,도심지,효자동,,벽돌구조,단독주택,73.41,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
386,도심지,효자동,,일반목구조,단독주택,40.254,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
387,도심지,효자동,,벽돌구조,단독주택,65.97,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
388,도심지,효자동,,벽돌구조,단독주택,140.74,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
389,도심지,효자동,,벽돌구조,단독주택,116.63,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
390,도심지,효자동,,블록구조,단독주택,19.75,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
391,도심지,효자동,,벽돌구조,단독주택,42.77,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
392,도심지,효자동,,벽돌구조,단독주택,15.12,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
393,도심지,효자동,,일반목구조,단독주택,32.44,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
394,도심지,효자동,,블록구조,단독주택,52.9,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
395,도심지,효자동,,일반목구조,단독주택,29.63,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
396,도심지,효자동,,일반목구조,단독주택,66.866,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
397,도심지,효자동,,벽돌구조,단독주택,46.57,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
398,도심지,효자동,,일반목구조,단독주택,92.86,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
399,도심지,효자동,,일반목구조,단독주택,62.64,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
400,도심지,효자동,,일반목구조,단독주택,115.444,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
401,도심지,효자동,,일반목구조,단독주택,73.98,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
402,도심지,효자동,,일반목구조,단독주택,74.46,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
403,도심지,효자동,,벽돌구조,단독주택,95.4,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
404,도심지,효자동,,블록구조,단독주택,51.38,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
405,도심지,효자동,,일반목구조,단독주택,63.93,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
406,도심지,효자동,,일반목구조,단독주택,85.81,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
407,도심지,효자동,,벽돌구조,단독주택,63.77,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
408,도심지,효자동,,일반목구조,단독주택,71.75,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
409,도심지,효자동,,일반목구조,단독주택,53.7,3,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
410,도심지,효자동,,블록구조,단독주택,138.08,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
411,도심지,효자동,,벽돌구조,단독주택,349.47,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
412,도심지,효자동,,일반목구조,단독주택,66.91,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
413,도심지,효자동,,벽돌구조,단독주택,54.66,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
414,도심지,효자동,,벽돌구조,단독주택,87.42,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
415,도심지,효자동,,일반목구조,단독주택,94.71,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
416,도심지,효자동,,일반목구조,단독주택,65.52,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
417,도심지,효자동,,일반목구조,단독주택,60.605,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
418,도심지,효자동,,벽돌구조,단독주택,183.338,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
419,도심지,효자동,,벽돌구조,단독주택,83.828,2,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
420,도심지,효자동,,일반목구조,단독주택,36.32,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
421,도심지,효자동,,벽돌구조,단독주택,98.7,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
422,도심지,효자동,,벽돌구조,제2종근린생활시설,123.2,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
423,도심지,효자동,,벽돌구조,단독주택,65.48,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
424,도심지,효자동,,일반목구조,단독주택,45.904,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
425,도심지,효자동,,기타조적구조,단독주택,29.21,4,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
426,도심지,효자동,,일반목구조,단독주택,85.95,1,2023-05-20,강원특별자치도 춘천시청,033-250-3192,2023-11-10
