,지자체명,시도명,시군구명,지역명칭,도로명,건축년도,건축구조,건축면적,대지면적(제곱미터),행정동,등급,기준일자,관리기관명,밀집구역포함여부,면적,소유자,관리기관전화번호,아파트,관리부서,건축물구조,건물용도,건물주소,건물구조,건물규모,경도
202,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
203,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
204,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
205,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
206,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
207,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
208,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
209,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
210,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
211,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
212,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
213,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
214,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
215,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
216,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
217,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
218,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
219,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
220,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
221,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
222,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
223,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
224,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
225,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
226,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
227,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
228,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
229,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
230,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
231,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
232,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
233,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
234,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
235,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
236,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
237,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
238,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
239,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
240,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
241,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
242,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
243,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
244,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
245,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
246,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
247,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
248,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
249,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
250,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
251,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
252,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
253,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
254,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
255,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
256,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
257,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
258,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
259,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
260,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
261,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
262,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
263,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
264,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
265,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
266,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
267,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
268,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
269,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
270,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
271,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
272,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
273,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
274,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
275,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
276,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
277,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
278,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
279,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
280,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
281,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
282,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
283,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
284,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
285,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
286,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
287,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
288,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
289,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
290,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
291,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
292,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
293,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
294,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
295,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
296,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
297,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
298,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
299,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
300,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
301,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
302,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
303,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
304,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
305,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
306,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
307,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
308,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
309,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
310,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
311,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
312,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
313,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
314,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
315,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
316,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
317,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
318,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
319,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
320,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
321,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
322,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
323,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
324,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
325,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
326,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
327,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
328,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
329,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
330,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
331,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
332,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
333,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
334,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
335,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
336,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
337,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
338,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
339,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
340,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
341,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
342,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
343,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
344,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
345,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
346,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
347,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
348,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
349,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
350,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
351,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
352,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
353,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
354,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
355,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
356,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
357,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
358,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
359,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
360,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
361,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
362,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
363,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
364,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
365,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
366,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
367,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
368,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
369,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
370,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
371,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
372,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
373,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
374,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
375,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
376,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
377,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
378,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
379,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
380,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
381,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
382,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
383,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
384,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
385,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,대전광역시,,용계동,,,,,,진잠동,,2021-10-01,,,,,,,,,,,,,
